name,address,city,country,postcode,state,categories,menu item,item value,currency,item description
Zios Italian Kitchen - Olathe,11981 S Strang Line Rd,Olathe,US,66062,KS,Italian Restaurant,Margherita Pizza,8.79,USD,
Zios Italian Kitchen - Olathe,11981 S Strang Line Rd,Olathe,US,66062,KS,Italian Restaurant,Pepperoni Pizza,8.79,USD,
Zios Italian Kitchen - Olathe,11981 S Strang Line Rd,Olathe,US,66062,KS,Italian Restaurant,Pizza Mia,8.59,USD,Create your own specialty pizza from any of our sauces and 3 toppings.
Town Pub,378 Broad St,Bloomfield,US,7003,Grove,"American Restaurants,Bars,Pizza,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Taverns,Bar & Grills,Family Style Restaurants,Restaurants,Northern Nj,Pub",Cheese Steak Pizza,17,USD,
Town Pub,378 Broad St,Bloomfield,US,7003,Grove,"American Restaurants,Bars,Pizza,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Taverns,Bar & Grills,Family Style Restaurants,Restaurants,Northern Nj,Pub",Chicken Parmesan Pizza,17,USD,
Town Pub,378 Broad St,Bloomfield,US,7003,Grove,"American Restaurants,Bars,Pizza,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Taverns,Bar & Grills,Family Style Restaurants,Restaurants,Northern Nj,Pub",Personal Pizza,5,USD,
Town Pub,378 Broad St,Bloomfield,US,7003,Grove,"American Restaurants,Bars,Pizza,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Taverns,Bar & Grills,Family Style Restaurants,Restaurants,Northern Nj,Pub",Vodka Sauce Pizza,15,USD,
I Love Bagels,28985 Golden Lantern,Laguna Niguel,US,92677,CA,"Restaurant,Restaurants,Bagels,Bakeries,Bagel Shop",Pizza Bagel,2.95,USD,
Ming Garden Cocktails Chinese Restaurant,4138 Ogletown Stanton Rd,Newark,US,19713,DE,"Chinese Restaurants,Cocktail Lounges,Take Out Restaurants,Fast Food Restaurants,Seafood Restaurants,Bar and Grills,Asian Restaurants,Restaurants,Chinese Restaurant",Chinese Pizza,2.5,USD,
Tascali's Decades Pasta & Grill,6007 Us 60 E,Barboursville,US,25504,WV,Italian Restaurant,Personal Pizza,6.99,USD,"With two toppings, sauce and mozzarella."
Tascali's Decades Pasta & Grill,6007 Us 60 E,Barboursville,US,25504,WV,Italian Restaurant,Pizza Bread,5.99,USD,
Chena's Alaskan Grill,4200 Boat St,Fairbanks,US,99709,AK,"Restaurants,Catering,American Restaurants,Bar and Grills,Seafood Restaurants,Bars,Family Style Restaurants,Night Clubs,Taverns,Caterers,Restaurant,American Restaurant",House Made Pizza,,,
La Hacienda,1602 E Forsyth St,Americus,US,31709,GA,"Restaurant,Restaurants,Mexican Restaurant",Mexican Pizza,3.75,USD,Flour tortilla topped with cheese sauce and ground beef
West River Cafe,148 W River St,Providence,US,2904,No Providence,"Caf and Coffee Shop,Coffee & Espresso Restaurants,Coffee Shops,Pizza,Caterers,Bagels,Restaurants",Pizza Combo,4.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Bbq Chicken Pizza,16.95,USD,"BBQ sauce, grilled chicken breast, cheddar and mozzarella."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Bbq Chicken Pizza,,,"BBQ sauce, grilled chicken breast, cheddar and mozzarella."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Buffalo Chicken Pizza,16.95,USD,"Buffalo sauce, grilled chicken, mozzarella and cheddar cheese."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Californian Pizza,17.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Cheese Steak Pizza,16.95,USD,"Philly steak, green peppers, mushrooms, onions, provolone and mozzarella."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Greek Pizza,16.95,USD,"Gyro meat, ground beef, salami, black olives, green peppers, onions, tomato, feta and mozzarella cheese."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Italiano Pizza,17.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Margherita Pizza,16.95,USD,"Fresh basil, rich tomato sauce and fresh mozzarella cheese."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Mediterranean Pizza,17.95,USD,"Chicken breast, artichokes, black olives, basil, feta and mozzarella cheese."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Monte Carlo Pizza (white),17.95,USD,"Chicken breast, portabella mushrooms, broccoli, olive oil, basil, ricotta and mozzarella cheese."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Pizza Burger,9.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Pizza Fries,4.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Pizza Steak,9.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Pizza Sub,9.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Seafood Pizza,17.95,USD,
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Sicilian Pizza,17.95,USD,"Genoa salami, spicy capricolla and bacon with a blend of mozzarella, cheddar and rich tomato sauce."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Two Slices of Cheese Pizza,4.95,USD,With juice or 12oz soda
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Two Slices of Cheese Pizza,,,With juice or 12oz soda
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Veggie Lovers Pizza,16.95,USD,"Green and banana peppers, onions, mushrooms, black olives and tomatoes."
Original Giorgio's,14 Scott Adam Rd,Cockeysville,US,21030,MD,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",White Pizza,15.95,USD,"Garlic sauce, spinach, ricotta and mozzarella."
Casa-Rica,400 N Center St,Westminster,US,21157,MD,"Mexican Restaurant,Indian Restaurant",Mexican Pizza,,,"Beef, chicken or bean"
Crane Alley,115 W Main St,Urbana,US,61801,IL,"Take Out Restaurants,Bars,American Restaurants,Restaurant,Restaurants,Night Clubs,Bar & Grills,Taverns,Bar,American Restaurant",Pita Pizza,,,"Red Onion, Mushroom, Spinach, Tomato, Marinara, Mozzarella, Romano served with a Garden Salad"
Peter Piper Pizza,4940 E Ray Rd,Phoenix,US,85044,AZ,"Pizza,Restaurants,Pizza Place,Pizza Place Ahwatukee Foothills",Pizza Mexicana,15.99,USD,"Mozzarella and cheddar, chorizo, red onion and jalapenos."
Gina Maria's Pizza,1400 County Road 101 N,Minneapolis,US,55447,MN,"Pizza Place,Pizza,Restaurants",Greek Pizza,,,
Gina Maria's Pizza,1400 County Road 101 N,Minneapolis,US,55447,MN,"Pizza Place,Pizza,Restaurants",White Pizza,,,
Martinizing,14805 W 64th Ave,Arvada,US,80007,CO,"Sales Promotions & Counseling Services,Sales Consultants",White Pizza,12,USD,
Nypd Pizza,400 S Orlando Ave,Maitland,US,32751,FL,"Pizza Place,American Restaurant,Karaoke Bar,Pizza Place, American Restaurant, and Karaoke Bar",Pizza Blanca,18.5,USD,
Nypd Pizza,400 S Orlando Ave,Maitland,US,32751,FL,"Pizza Place,American Restaurant,Karaoke Bar,Pizza Place, American Restaurant, and Karaoke Bar",Pizza Bomba,17.45,USD,
Nypd Pizza,400 S Orlando Ave,Maitland,US,32751,FL,"Pizza Place,American Restaurant,Karaoke Bar,Pizza Place, American Restaurant, and Karaoke Bar",Pizza Margherita,13.95,USD,
Enterprise Deli,1 Corporate Dr,Shelton,US,6484,CT,"Deli / Bodega,Delicatessens,Restaurants,Restaurant",Chicken Pizza,5.25,USD,"Breaded chicken with 2 ounces of pepperoni, melted provolone topped with marinara sauce"
Pizza Bistro,4952 Merrick Rd,Massapequa Park,US,11762,NY,Pizza Place,Spicy Buffalo Pizza,20.5,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Baked Ziti Pizza,16.95,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Capelli Pizza,14,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Cheesesteak Pizza,16.95,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Chicken Parmigiana Pizza,16.95,USD,"Fried chicken, mozzarella and tomato sauce"
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Grandma Pizza,16.25,USD,"Fresh mozzarella, plum tomatoes and basil"
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Hawaiian Pizza,16.95,USD,Ham and pineapple
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Large Pizza and Mussels,19.99,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Large Pizza Cheese,16.99,USD,Pepperoni and Sausage and 2 Liter Soda
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Order 3 Large Pizzas and Get The 4th Pizza Free,37.99,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Primavera Pizza,16.95,USD,
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",Vegetarian Pizza,16.95,USD,"Broccoli, spinach, peppers and mushrooms"
Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,US,7663,NJ,"Italian Restaurant,Restaurant",White Pizza,14,USD,
Carluccio's,932 S 10th St,Philadelphia,US,19147,PA,"Italian Restaurant,Restaurants,Restaurant Equipment & Supplies Retail",Pizza Burger,8.95,USD,
Carluccio's,932 S 10th St,Philadelphia,US,19147,PA,"Italian Restaurant,Restaurants,Restaurant Equipment & Supplies Retail",Pizza Fries,3.5,USD,
Carluccio's,932 S 10th St,Philadelphia,US,19147,PA,"Italian Restaurant,Restaurants,Restaurant Equipment & Supplies Retail",Pizza Steak,7.25,USD,With our homemade sauce
Avellino's Pizza,775 Goodman Rd E,Southaven,US,38671,MS,"Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Pizza Bread,4.59,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Greek Pizza,16.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Pizza Bites,3.49,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Pizza Burger,8.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Pizza Fries,3.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Pizza Steak,8.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Pizza Sub,8.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",Steak Pizza,16.99,USD,
Prima Pizza,133 Back River Neck Rd,Essex,US,21221,MD,"Pizza,Restaurants",White Pizza,13.99,USD,Greek style pizza
Prince Pizza,22507 Plymouth Rd,Redford,US,48239,MI,"Pizza Place,Take Out Restaurants,Caterers,Pizza Place North West Detroit,Restaurants,Pizza",Pizza  Burger,3.75,USD,
Prince Pizza,22507 Plymouth Rd,Redford,US,48239,MI,"Pizza Place,Take Out Restaurants,Caterers,Pizza Place North West Detroit,Restaurants,Pizza",Pizza Fries,3.75,USD,
Jet's Pizza,901 Nordic Dr,White Lake,US,48383,MI,"Pizza Place,Take Out Restaurants,Restaurants,Sandwich Shops,Pizza",8 Corner Pizza,11.99,USD,
Jet's Pizza,901 Nordic Dr,White Lake,US,48383,MI,"Pizza Place,Take Out Restaurants,Restaurants,Sandwich Shops,Pizza",Pizza,5.99,USD,
Harry's Pizza,405 Sea St,Quincy,US,2169,Quincy Center,"Pizza,Caterers,Sandwich Shops,Restaurants",Meat Lovers Pizza,,,"Pepperoni, sausage, bacon, meatball and cheese."
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,Cheese Pizza,1.42,USD,
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,Gourmet Chicken Ranch Pizza,18.76,USD,
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,Gourmet Meat Pizzatm,19.22,USD,
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,Mexico City Grill Pizza,7.99,USD,"Your choice of shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo."
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,Mexico City Pizza,5.99,USD,"Shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo."
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,US,46237,IN,Pizza Place,White Pizza,18.35,USD,
The Spud Spot,1818 Manhattan Blvd,Harvey,US,70058,LA,"Restaurants,Take Out Restaurants,Fast Food Restaurants,American Restaurants,Creole & Cajun Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Snack Place",Pizza,6.49,USD,"Pepperoni in marinara sauce, mozzarella cheese, chives"
China Kitchen,406 E Colfax Ave,Denver,US,80203,CO,"Restaurant,Chinese,Chinese Restaurant",Pizza Roll,1.2,USD,
Tavern At The Inn,200 E Main Cross St,Findlay,US,45840,OH,"American Restaurants,Bars,Party and Event Planners,Brew Pubs,Meeting and Event Planning Services,Banquet Halls and Reception Facilities,Seafood Restaurants,Caterers,Taverns,Pizza,Restaurants,Business Services,Expos Conventions,Bars Clubs,Bars Pubs,Event Planning,Banquet Rooms,Reception Centers,Party Planners,Bed Breakfasts,Hotels Motels,Conventions,Wholesale Industrial Inspection Devices,Lounge",Berlin Pizza,8.75,USD,"Corned beef, 1000 island, sauerkraut, red onion"
Tavern At The Inn,200 E Main Cross St,Findlay,US,45840,OH,"American Restaurants,Bars,Party and Event Planners,Brew Pubs,Meeting and Event Planning Services,Banquet Halls and Reception Facilities,Seafood Restaurants,Caterers,Taverns,Pizza,Restaurants,Business Services,Expos Conventions,Bars Clubs,Bars Pubs,Event Planning,Banquet Rooms,Reception Centers,Party Planners,Bed Breakfasts,Hotels Motels,Conventions,Wholesale Industrial Inspection Devices,Lounge",Pizza Bruschetta,7.75,USD,"Basil pesto, fresh tomato, red onion and black olives"
Tavern At The Inn,200 E Main Cross St,Findlay,US,45840,OH,"American Restaurants,Bars,Party and Event Planners,Brew Pubs,Meeting and Event Planning Services,Banquet Halls and Reception Facilities,Seafood Restaurants,Caterers,Taverns,Pizza,Restaurants,Business Services,Expos Conventions,Bars Clubs,Bars Pubs,Event Planning,Banquet Rooms,Reception Centers,Party Planners,Bed Breakfasts,Hotels Motels,Conventions,Wholesale Industrial Inspection Devices,Lounge",Shrimp Scampi Pizza,12.5,USD,"Tender gulf shrimp, creamy white garlic sauce, green onion"
California Pizza Kitchen,10300 Forest Hill Blvd,Wellington,US,33414,Village Of Wellington,"Pizza Place,Take Out Restaurants,American Restaurants,Restaurants,Italian Restaurants,Pizza",Pizza,116.99,USD,
California Pizza Kitchen,10300 Forest Hill Blvd,Wellington,US,33414,Village Of Wellington,"Pizza Place,Take Out Restaurants,American Restaurants,Restaurants,Italian Restaurants,Pizza",The Original Bbq Chicken Pizza,14.29,USD,"Created here in 1985. Our legendary BBQ sauce, smoked gouda, red onions and fresh cilantro transform this original to iconic"
Knolla's Pizza,3817 W 13th St N,Wichita,US,67203,KS,Pizza Place,Taco Pizza,4.89,USD,
Sluggers Sports Bar,14 E 10th St,Erie,US,16501,PA,"Sports Bar, American Restaurant, and Bar,American Restaurant,Bar,Sports Bar",Pizza Logs,4.99,USD,Traditional pizza logs with pepperoni and mozzarella cheese served with a side of our homemade marinara sauce
Sluggers Sports Bar,14 E 10th St,Erie,US,16501,PA,"Sports Bar, American Restaurant, and Bar,American Restaurant,Bar,Sports Bar",Pizza Logs,,,Traditional pizza logs with pepperoni and mozzarella cheese served with a side of our homemade marinara sauce
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Buffalo Pizza,7.99,USD,"Crispy breaded chicken, blue cheese and buffalo sauce"
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Cheese Pizza,6.99,USD,
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Grilled Chicken Pizza,7.99,USD,With onions and green peppers
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Pizza Burger,4.49,USD,
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Pizza Fries,4.99,USD,
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,US,8854,NJ,American Restaurant and Asian Restaurant,Vegetable Pizza,7.99,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Bbq Chicken Pizza,16,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Bbq Chicken Pizza,16,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Pepperoni Pizza,15,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Pepperoni Pizza,15,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Smoked Chicken Bbq Pizza,16,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Spinach Artichoke Pizza,15,USD,
Icon Grill,1933 5th Ave,Seattle,US,98101,WA,"American Restaurant,Restaurant",Wood Fire Grilled Pizza,15,USD,
Michael's Jewish Delicatessen,130 Town Center Rd,King Of Prussia,US,19406,PA,Deli / Bodega,Pizza Steak,7.29,USD,
Spagio,1295 Grandview Ave,Columbus,US,43212,Marble Cliff,"Restaurant,Restaurants,European Restaurants",Garden Pizza,15,USD,
Atheneos Greek Village Cafe,1425 Gross Rd,Mesquite,US,75149,TX,"Restaurants,Texas (tx),Mesquite,Mesquite Restaurants,Greek Restaurant,Restaurant",Cheese Pizza,4.75,USD,
Atheneos Greek Village Cafe,1425 Gross Rd,Mesquite,US,75149,TX,"Restaurants,Texas (tx),Mesquite,Mesquite Restaurants,Greek Restaurant,Restaurant",Gyro Pita Pizza,6.99,USD,Includes mini greek salad
Atheneos Greek Village Cafe,1425 Gross Rd,Mesquite,US,75149,TX,"Restaurants,Texas (tx),Mesquite,Mesquite Restaurants,Greek Restaurant,Restaurant",Gyro Pizza,9.75,USD,
Midori Japanese Restaurant,3130 Route 10 W,Denville,US,7834,NJ,Japanese Restaurant,Sushi Pizza,10.95,USD,Tuna or salmon scallion pancake seaweed spicy kapayaki sauce
China Moon,938 N Main St,Suffolk,US,23434,VA,Chinese Restaurant,Pizza Roll,1.25,USD,
Louie's Pizza,1019 Westgate Ave,Newark,US,43055,OH,"Pizza,Restaurants,Pizza Place,Take Out Restaurants,Caterers","Italian, Veggie or Pizza Sub",4.5,USD,
Walnut Grille,1203 Walnut St,Newton Highlands,US,2461,MA,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Adult Cheese Pizza,9,USD,Any topping extra charge will be applied
Walnut Grille,1203 Walnut St,Newton Highlands,US,2461,MA,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Artichoke and Sweet Potato Pizza,12.5,USD,"Roasted artichoke hearts, sweet potatoes, olive tapenade, fresh basil, fire roasted red peppers, mozzarella and herb goat cheese topped with baby arugula"
Walnut Grille,1203 Walnut St,Newton Highlands,US,2461,MA,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Tuscan Fig and Oyster Mushroom Pizza,12.5,USD,"Organic black mission figs, marinated oyster mushrooms, caramelized onions, fire roasted red peppers, mozzarella and gorgonzola cheese topped with fresh basil"
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Captain Jean Pizza,17.49,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Cheese Pizza,12.5,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Cove Taco Pizza,19.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Greek Pizza,19.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",H.o.g. Pizza,19.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Man Eater Mike Pizza,19.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Maneater Mike Pizza,19.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Pirate Special Pizza,18.99,USD,
Pirate's Cove,1401 Coshocton Ave,Mount Vernon,US,43050,OH,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Pizza Bread,5.79,USD,"Garlic buttered buns, pizza sauce, pepperoni and provolone cheese baked to bring out the true flavors"
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Deluxe Pizza,12.99,USD,"Cheese, pepperoni, mushrooms, green peppers, sausage"
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Greek Pizza,16.99,USD,"Feta cheese, green olives, black olives, green peppers, onions"
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Pizza By The Slice,1.79,USD,
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Pizza Sub,5.99,USD,
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Supreme Deluxe Pizza,12.99,USD,"Pepperoni, mushrooms, onions, green peppers, sausage, meatballs, black olives, extra cheese"
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",Veggie or Meat Deluxe Pizza,12.99,USD,
Antonio's Pizza,1001 Jason Pl,Chatham,US,62629,IL,"Pizza Place,Restaurants,Food & Entertainment",White Pizza,8.99,USD,"Mozzarella, ricotta and parmesan cheeses"
Broad Street Cafe,562 Broad St,Newark,US,7102,Midtown,"Breakfast Spot,labor organizations",Broad Street Cheese Pizza,8.5,USD,A classic featuring our house made pizza sauce.
Broad Street Cafe,562 Broad St,Newark,US,7102,Midtown,"Breakfast Spot,labor organizations",Pizza Bianca,10,USD,"Mozzarella, ricotta and parmesan cheeses, artichoke hearts, garlic and herbs."
Broad Street Cafe,562 Broad St,Newark,US,7102,Midtown,"Breakfast Spot,labor organizations",Vegan Pizza,8.5,USD,"Zucchini, tomatoes, artichoke hearts and eggplant."
Art Cafe,3610 Route 378,Bethlehem,US,18015,PA,Restaurant,Margarita Flat Bread Pizza,7,USD,"Flat bread seasoned with garlic olive oil topped with mozzarella, parmesan, tomatoes and balsamic glaze."
Hunan Gourmet,357 Us Highway 9,Englishtown,US,7726,NJ,"Chinese Restaurants,Gourmet Restaurants,Asian Restaurants,Restaurants,Hunan Restaurants,Seafood Restaurants,Chinese Restaurant",Tuna Pizza,12,USD,
Austin's Pizza,7301 N Fm 620,Austin,US,78726,TX,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Bacon Pizzaburger,14.49,USD,"Hamburger, breakfast bacon, red onions, and cheddar cheese ."
Austin's Pizza,7301 N Fm 620,Austin,US,78726,TX,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Dessert Pizza,7.99,USD,Stuffed with an all natural cinnamon apple filling and topped with icing and powdered  sugar . made with real butter and no high fructose corn syrup
Austin's Pizza,7301 N Fm 620,Austin,US,78726,TX,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Las Pizzas Del Fuego,13.99,USD,"Pepperoni, jalapeno, and crushed red peppers ."
Austin's Pizza,7301 N Fm 620,Austin,US,78726,TX,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Pizza Rolls,11.99,USD,
